"","Model","InOutSample","Location","Denomination","fh","MAPE"
"403","ARIMA","Out Sample","Bandung","K20000",2,65.6954805191269
"404","ARIMA","Out Sample","Bandung","K20000",3,51.7279119058166
"405","ARIMA","Out Sample","Bandung","K20000",4,48.6466144942079
"406","ARIMA","Out Sample","Bandung","K20000",5,44.7023049046741
"407","ARIMA","Out Sample","Bandung","K20000",6,38.1828345111194
"408","ARIMA","Out Sample","Bandung","K20000",7,33.6055740370428
"409","ARIMA","Out Sample","Bandung","K20000",8,30.6135161747532
"410","ARIMA","Out Sample","Bandung","K20000",9,32.5284176606413
"411","ARIMA","Out Sample","Bandung","K20000",10,32.1850803933848
"412","ARIMA","Out Sample","Bandung","K20000",11,99.2432988443753
"413","ARIMA","Out Sample","Bandung","K20000",12,105.687462021812
"414","ARIMA","Out Sample","Bandung","K20000",13,108.293191292969
"415","ARIMA","Out Sample","Bandung","K20000",14,100.638672741161
"416","ARIMA","Out Sample","Bandung","K20000",15,100.858331903631
"417","ARIMA","Out Sample","Bandung","K20000",16,98.1292645352876
"418","ARIMA","Out Sample","Bandung","K20000",17,97.4715404909638
"419","ARIMA","Out Sample","Bandung","K20000",18,97.4003690153347
"420","ARIMA","Out Sample","Bandung","K20000",19,97.9929048358464
"421","ARIMA","Out Sample","Bandung","K20000",20,98.0562938324507
"422","ARIMA","Out Sample","Bandung","K20000",21,95.9047647296992
"423","ARIMA","Out Sample","Bandung","K20000",22,129.131466394294
"424","ARIMA","Out Sample","Bandung","K20000",23,141.726727906636
"425","ARIMA","Out Sample","Bandung","K20000",24,140.227291316142
"426","ARIMA","In Sample","Bandung","K10000",0,114.466434002621
"427","ARIMA","Out Sample","Bandung","K10000",1,40.9112187802372
"428","ARIMA","Out Sample","Bandung","K10000",2,118.388423599737
"429","ARIMA","Out Sample","Bandung","K10000",3,104.506396514929
"430","ARIMA","Out Sample","Bandung","K10000",4,111.835282595112
"431","ARIMA","Out Sample","Bandung","K10000",5,108.8767430102
"432","ARIMA","Out Sample","Bandung","K10000",6,102.671018754638
"433","ARIMA","Out Sample","Bandung","K10000",7,96.3868471012855
"434","ARIMA","Out Sample","Bandung","K10000",8,89.0999425752594
"435","ARIMA","Out Sample","Bandung","K10000",9,87.944609989114
"436","ARIMA","Out Sample","Bandung","K10000",10,85.3264924706821
"437","ARIMA","Out Sample","Bandung","K10000",11,109.422329707172
"438","ARIMA","Out Sample","Bandung","K10000",12,116.416383292184
"439","ARIMA","Out Sample","Bandung","K10000",13,112.888893716442
"440","ARIMA","Out Sample","Bandung","K10000",14,109.440546670607
"441","ARIMA","Out Sample","Bandung","K10000",15,103.658639345827
"442","ARIMA","Out Sample","Bandung","K10000",16,100.550001012866
"443","ARIMA","Out Sample","Bandung","K10000",17,95.7159505760517
"444","ARIMA","Out Sample","Bandung","K10000",18,91.8327712231652
"445","ARIMA","Out Sample","Bandung","K10000",19,87.9662460093247
"446","ARIMA","Out Sample","Bandung","K10000",20,84.0063458567046
"447","ARIMA","Out Sample","Bandung","K10000",21,84.3033070840131
"448","ARIMA","Out Sample","Bandung","K10000",22,90.6866871899612
"449","ARIMA","Out Sample","Bandung","K10000",23,102.952995204847
"450","ARIMA","Out Sample","Bandung","K10000",24,104.443701460608
"451","ARIMA","In Sample","Bandung","K5000",0,55.7887478253315
"452","ARIMA","Out Sample","Bandung","K5000",1,200.697566804266
"453","ARIMA","Out Sample","Bandung","K5000",2,136.335601740372
"454","ARIMA","Out Sample","Bandung","K5000",3,108.782431246235
"455","ARIMA","Out Sample","Bandung","K5000",4,102.995810612778
"456","ARIMA","Out Sample","Bandung","K5000",5,82.5968387448196
"457","ARIMA","Out Sample","Bandung","K5000",6,72.4691282261145
"458","ARIMA","Out Sample","Bandung","K5000",7,63.3305779638244
"459","ARIMA","Out Sample","Bandung","K5000",8,61.5417733279051
"460","ARIMA","Out Sample","Bandung","K5000",9,60.580677764242
"461","ARIMA","Out Sample","Bandung","K5000",10,55.9646664281397
"462","ARIMA","Out Sample","Bandung","K5000",11,79.1459395991799
"463","ARIMA","Out Sample","Bandung","K5000",12,94.3821553069017
"464","ARIMA","Out Sample","Bandung","K5000",13,119.136767431672
"465","ARIMA","Out Sample","Bandung","K5000",14,114.888954072332
"466","ARIMA","Out Sample","Bandung","K5000",15,137.184810367193
"467","ARIMA","Out Sample","Bandung","K5000",16,131.290254847733
"468","ARIMA","Out Sample","Bandung","K5000",17,135.167784088619
"469","ARIMA","Out Sample","Bandung","K5000",18,134.242771274226
"470","ARIMA","Out Sample","Bandung","K5000",19,130.744597565239
"471","ARIMA","Out Sample","Bandung","K5000",20,126.152650558216
"472","ARIMA","Out Sample","Bandung","K5000",21,124.062074441705
"473","ARIMA","Out Sample","Bandung","K5000",22,150.689803417632
"474","ARIMA","Out Sample","Bandung","K5000",23,172.453977173924
"475","ARIMA","Out Sample","Bandung","K5000",24,215.842427720208
"476","ARIMA","In Sample","Bandung","K2000",0,202.855619645222
"477","ARIMA","Out Sample","Bandung","K2000",1,104.850393112955
"478","ARIMA","Out Sample","Bandung","K2000",2,315.732925943885
"479","ARIMA","Out Sample","Bandung","K2000",3,230.03190772585
"480","ARIMA","Out Sample","Bandung","K2000",4,204.768268694442
"481","ARIMA","Out Sample","Bandung","K2000",5,178.648310401128
"482","ARIMA","Out Sample","Bandung","K2000",6,152.745948415842
"483","ARIMA","Out Sample","Bandung","K2000",7,132.397744564457
"484","ARIMA","Out Sample","Bandung","K2000",8,117.217421968023
"485","ARIMA","Out Sample","Bandung","K2000",9,105.58238857667
"486","ARIMA","Out Sample","Bandung","K2000",10,95.5937476336966
"487","ARIMA","Out Sample","Bandung","K2000",11,91.057825523923
"488","ARIMA","Out Sample","Bandung","K2000",12,83.5648610910983
"489","ARIMA","Out Sample","Bandung","K2000",13,99.3799065679087
"490","ARIMA","Out Sample","Bandung","K2000",14,121.766470972024
"491","ARIMA","Out Sample","Bandung","K2000",15,146.355813842286
"492","ARIMA","Out Sample","Bandung","K2000",16,154.446867887039
"493","ARIMA","Out Sample","Bandung","K2000",17,155.006790171043
"494","ARIMA","Out Sample","Bandung","K2000",18,146.414228494295
"495","ARIMA","Out Sample","Bandung","K2000",19,142.954539149826
"496","ARIMA","Out Sample","Bandung","K2000",20,137.664465305368
"497","ARIMA","Out Sample","Bandung","K2000",21,132.122532448596
"498","ARIMA","Out Sample","Bandung","K2000",22,126.21422113748
"499","ARIMA","Out Sample","Bandung","K2000",23,124.355702545494
"500","ARIMA","Out Sample","Bandung","K2000",24,151.945678983896
"501","ARIMA","In Sample","Bandung","K1000",0,168.201451460401
"502","ARIMA","Out Sample","Bandung","K1000",1,1086.78878926183
"503","ARIMA","Out Sample","Bandung","K1000",2,834.926682728397
"504","ARIMA","Out Sample","Bandung","K1000",3,571.877611623906
"505","ARIMA","Out Sample","Bandung","K1000",4,512.025543582135
"506","ARIMA","Out Sample","Bandung","K1000",5,454.066438674739
"507","ARIMA","Out Sample","Bandung","K1000",6,491.521684993711
"508","ARIMA","Out Sample","Bandung","K1000",7,542.765432061074
"509","ARIMA","Out Sample","Bandung","K1000",8,571.121080351402
"510","ARIMA","Out Sample","Bandung","K1000",9,523.349149947113
"511","ARIMA","Out Sample","Bandung","K1000",10,494.462516802999
"512","ARIMA","Out Sample","Bandung","K1000",11,475.646661274068
"513","ARIMA","Out Sample","Bandung","K1000",12,437.937782116478
"514","ARIMA","Out Sample","Bandung","K1000",13,406.270854445381
"515","ARIMA","Out Sample","Bandung","K1000",14,378.712346537885
"516","ARIMA","Out Sample","Bandung","K1000",15,358.71221059173
"517","ARIMA","Out Sample","Bandung","K1000",16,670.104103838391
"518","ARIMA","Out Sample","Bandung","K1000",17,2416.87016383555
"519","ARIMA","Out Sample","Bandung","K1000",18,4665.63700910421
"520","ARIMA","Out Sample","Bandung","K1000",19,5625.25546839749
"521","ARIMA","Out Sample","Bandung","K1000",20,7533.05510839342
"522","ARIMA","Out Sample","Bandung","K1000",21,7395.03568407516
"523","ARIMA","Out Sample","Bandung","K1000",22,8176.15756750139
"524","ARIMA","Out Sample","Bandung","K1000",23,9403.57602714247
"525","ARIMA","Out Sample","Bandung","K1000",24,9226.95047271504
"526","ARIMAX","In Sample","Jakarta","K100000",0,48.2456143241193
"527","ARIMAX","Out Sample","Jakarta","K100000",1,0.979299381461303
"528","ARIMAX","Out Sample","Jakarta","K100000",2,4.02284581795784
"529","ARIMAX","Out Sample","Jakarta","K100000",3,3.5909064892778
"530","ARIMAX","Out Sample","Jakarta","K100000",4,4.83003830275287
"531","ARIMAX","Out Sample","Jakarta","K100000",5,8.6705776300446
"532","ARIMAX","Out Sample","Jakarta","K100000",6,11.1720563692593
"533","ARIMAX","Out Sample","Jakarta","K100000",7,10.6986572597946
"534","ARIMAX","Out Sample","Jakarta","K100000",8,10.3904427844093
"535","ARIMAX","Out Sample","Jakarta","K100000",9,10.3877067970025
"536","ARIMAX","Out Sample","Jakarta","K100000",10,11.3427676450295
"537","ARIMAX","Out Sample","Jakarta","K100000",11,16.1578263287686
"538","ARIMAX","Out Sample","Jakarta","K100000",12,36.3422959460692
"539","ARIMAX","Out Sample","Jakarta","K100000",13,36.5933981938548
"540","ARIMAX","Out Sample","Jakarta","K100000",14,36.120889698156
"541","ARIMAX","Out Sample","Jakarta","K100000",15,34.8511700430951
"542","ARIMAX","Out Sample","Jakarta","K100000",16,33.9519487014364
"543","ARIMAX","Out Sample","Jakarta","K100000",17,32.8488872539646
"544","ARIMAX","Out Sample","Jakarta","K100000",18,32.5047779307576
"545","ARIMAX","Out Sample","Jakarta","K100000",19,33.8438747555434
"546","ARIMAX","Out Sample","Jakarta","K100000",20,33.5401057094579
"547","ARIMAX","Out Sample","Jakarta","K100000",21,32.6539564012343
"548","ARIMAX","Out Sample","Jakarta","K100000",22,31.6693397609869
"549","ARIMAX","Out Sample","Jakarta","K100000",23,32.740609602111
"550","ARIMAX","Out Sample","Jakarta","K100000",24,37.1321026840053
"551","ARIMAX","In Sample","Jakarta","K50000",0,60.7539719798716
"552","ARIMAX","Out Sample","Jakarta","K50000",1,3.37703438198826
"553","ARIMAX","Out Sample","Jakarta","K50000",2,15.9773855563388
"554","ARIMAX","Out Sample","Jakarta","K50000",3,53.6646815453157
"555","ARIMAX","Out Sample","Jakarta","K50000",4,42.8865483738893
"556","ARIMAX","Out Sample","Jakarta","K50000",5,38.5398899806553
"557","ARIMAX","Out Sample","Jakarta","K50000",6,34.8868990919948
"558","ARIMAX","Out Sample","Jakarta","K50000",7,33.5192005301387
"559","ARIMAX","Out Sample","Jakarta","K50000",8,33.0682304577859
"560","ARIMAX","Out Sample","Jakarta","K50000",9,30.4497561179081
"561","ARIMAX","Out Sample","Jakarta","K50000",10,27.9035225377268
"562","ARIMAX","Out Sample","Jakarta","K50000",11,28.2106637465333
"563","ARIMAX","Out Sample","Jakarta","K50000",12,27.1082779076814
"564","ARIMAX","Out Sample","Jakarta","K50000",13,26.5456478607979
"565","ARIMAX","Out Sample","Jakarta","K50000",14,27.8084816498536
"566","ARIMAX","Out Sample","Jakarta","K50000",15,28.50323639261
"567","ARIMAX","Out Sample","Jakarta","K50000",16,27.0731320286464
"568","ARIMAX","Out Sample","Jakarta","K50000",17,26.6743593584136
"569","ARIMAX","Out Sample","Jakarta","K50000",18,25.8025687513398
"570","ARIMAX","Out Sample","Jakarta","K50000",19,26.7194380343125
"571","ARIMAX","Out Sample","Jakarta","K50000",20,26.0878611992606
"572","ARIMAX","Out Sample","Jakarta","K50000",21,24.9721809571467
"573","ARIMAX","Out Sample","Jakarta","K50000",22,24.293390040597
"574","ARIMAX","Out Sample","Jakarta","K50000",23,24.0130075283017
"575","ARIMAX","Out Sample","Jakarta","K50000",24,24.0454848609405
"576","ARIMAX","In Sample","Jakarta","K20000",0,94.4019368385754
"577","ARIMAX","Out Sample","Jakarta","K20000",1,48.0033277091103
"578","ARIMAX","Out Sample","Jakarta","K20000",2,24.3360529764326
"579","ARIMAX","Out Sample","Jakarta","K20000",3,2499.00545096545
"580","ARIMAX","Out Sample","Jakarta","K20000",4,2068.52697498578
"581","ARIMAX","Out Sample","Jakarta","K20000",5,1678.49259082276
"582","ARIMAX","Out Sample","Jakarta","K20000",6,1416.6594984787
"583","ARIMAX","Out Sample","Jakarta","K20000",7,1215.34015136155
"584","ARIMAX","Out Sample","Jakarta","K20000",8,1081.03132038424
"585","ARIMAX","Out Sample","Jakarta","K20000",9,964.912834006848
"586","ARIMAX","Out Sample","Jakarta","K20000",10,875.363259686166
"587","ARIMAX","Out Sample","Jakarta","K20000",11,798.074711233038
"588","ARIMAX","Out Sample","Jakarta","K20000",12,735.620452267382
"589","ARIMAX","Out Sample","Jakarta","K20000",13,684.432788063538
"590","ARIMAX","Out Sample","Jakarta","K20000",14,636.424770835926
"591","ARIMAX","Out Sample","Jakarta","K20000",15,961.571370527343
"592","ARIMAX","Out Sample","Jakarta","K20000",16,988.930251148982
"593","ARIMAX","Out Sample","Jakarta","K20000",17,942.53620626234
"594","ARIMAX","Out Sample","Jakarta","K20000",18,894.733574906872
"595","ARIMAX","Out Sample","Jakarta","K20000",19,847.910946667274
"596","ARIMAX","Out Sample","Jakarta","K20000",20,805.555530738805
"597","ARIMAX","Out Sample","Jakarta","K20000",21,768.071396916
"598","ARIMAX","Out Sample","Jakarta","K20000",22,736.540323899404
"599","ARIMAX","Out Sample","Jakarta","K20000",23,706.032575358053
"600","ARIMAX","Out Sample","Jakarta","K20000",24,679.87913316264
"601","ARIMAX","In Sample","Jakarta","K10000",0,95.9044864332957
"602","ARIMAX","Out Sample","Jakarta","K10000",1,40.447550728943
"603","ARIMAX","Out Sample","Jakarta","K10000",2,50.79637829735
"604","ARIMAX","Out Sample","Jakarta","K10000",3,1225.71985670314
"605","ARIMAX","Out Sample","Jakarta","K10000",4,1247.07209722843
"606","ARIMAX","Out Sample","Jakarta","K10000",5,1039.37289128929
"607","ARIMAX","Out Sample","Jakarta","K10000",6,888.046448085761
"608","ARIMAX","Out Sample","Jakarta","K10000",7,761.633272569138
"609","ARIMAX","Out Sample","Jakarta","K10000",8,676.308462922697
"610","ARIMAX","Out Sample","Jakarta","K10000",9,603.315263322312
"611","ARIMAX","Out Sample","Jakarta","K10000",10,549.531746237388
"612","ARIMAX","Out Sample","Jakarta","K10000",11,501.184485559861
"613","ARIMAX","Out Sample","Jakarta","K10000",12,463.874302357513
"614","ARIMAX","Out Sample","Jakarta","K10000",13,433.970068081128
"615","ARIMAX","Out Sample","Jakarta","K10000",14,403.416236503682
"616","ARIMAX","Out Sample","Jakarta","K10000",15,597.602691524071
"617","ARIMAX","Out Sample","Jakarta","K10000",16,618.052842513353
"618","ARIMAX","Out Sample","Jakarta","K10000",17,591.578648916326
"619","ARIMAX","Out Sample","Jakarta","K10000",18,564.760885069483
"620","ARIMAX","Out Sample","Jakarta","K10000",19,535.173395555007
"621","ARIMAX","Out Sample","Jakarta","K10000",20,508.697788487092
"622","ARIMAX","Out Sample","Jakarta","K10000",21,486.432593703765
"623","ARIMAX","Out Sample","Jakarta","K10000",22,468.052284658566
"624","ARIMAX","Out Sample","Jakarta","K10000",23,449.356510215883
"625","ARIMAX","Out Sample","Jakarta","K10000",24,433.499054421749
"626","ARIMAX","In Sample","Jakarta","K5000",0,92.1213161424129
"627","ARIMAX","Out Sample","Jakarta","K5000",1,49.4715179105502
"628","ARIMAX","Out Sample","Jakarta","K5000",2,43.4981476474526
"629","ARIMAX","Out Sample","Jakarta","K5000",3,388.221480435803
"630","ARIMAX","Out Sample","Jakarta","K5000",4,471.84678317819
"631","ARIMAX","Out Sample","Jakarta","K5000",5,443.905312848876
"632","ARIMAX","Out Sample","Jakarta","K5000",6,405.096534958494
"633","ARIMAX","Out Sample","Jakarta","K5000",7,350.558078844528
"634","ARIMAX","Out Sample","Jakarta","K5000",8,320.969125109138
"635","ARIMAX","Out Sample","Jakarta","K5000",9,289.993047946593
"636","ARIMAX","Out Sample","Jakarta","K5000",10,270.40141839334
"637","ARIMAX","Out Sample","Jakarta","K5000",11,248.313731729247
"638","ARIMAX","Out Sample","Jakarta","K5000",12,233.405043884658
"639","ARIMAX","Out Sample","Jakarta","K5000",13,221.961353359488
"640","ARIMAX","Out Sample","Jakarta","K5000",14,210.524605292534
"641","ARIMAX","Out Sample","Jakarta","K5000",15,285.889333910584
"642","ARIMAX","Out Sample","Jakarta","K5000",16,302.10006030238
"643","ARIMAX","Out Sample","Jakarta","K5000",17,297.192014257441
"644","ARIMAX","Out Sample","Jakarta","K5000",18,284.841382864769
"645","ARIMAX","Out Sample","Jakarta","K5000",19,270.272145209212
"646","ARIMAX","Out Sample","Jakarta","K5000",20,258.711009542324
"647","ARIMAX","Out Sample","Jakarta","K5000",21,247.138394969263
"648","ARIMAX","Out Sample","Jakarta","K5000",22,237.291854419012
"649","ARIMAX","Out Sample","Jakarta","K5000",23,227.633839691881
"650","ARIMAX","Out Sample","Jakarta","K5000",24,221.638129447348
"651","ARIMAX","In Sample","Jakarta","K2000",0,2767.69949904069
"652","ARIMAX","Out Sample","Jakarta","K2000",1,247.069464284228
"653","ARIMAX","Out Sample","Jakarta","K2000",2,383.647237806563
"654","ARIMAX","Out Sample","Jakarta","K2000",3,392.047969244237
"655","ARIMAX","Out Sample","Jakarta","K2000",4,387.15812755507
"656","ARIMAX","Out Sample","Jakarta","K2000",5,349.096674117206
"657","ARIMAX","Out Sample","Jakarta","K2000",6,302.414031471537
"658","ARIMAX","Out Sample","Jakarta","K2000",7,281.512480930166
"659","ARIMAX","Out Sample","Jakarta","K2000",8,248.938648897889
"660","ARIMAX","Out Sample","Jakarta","K2000",9,227.45304202805
"661","ARIMAX","Out Sample","Jakarta","K2000",10,208.725821106466
"662","ARIMAX","Out Sample","Jakarta","K2000",11,192.486304948106
"663","ARIMAX","Out Sample","Jakarta","K2000",12,211.484239632976
"664","ARIMAX","Out Sample","Jakarta","K2000",13,409.859269199885
"665","ARIMAX","Out Sample","Jakarta","K2000",14,600.77471378301
"666","ARIMAX","Out Sample","Jakarta","K2000",15,598.48880773519
"667","ARIMAX","Out Sample","Jakarta","K2000",16,580.795608777924
"668","ARIMAX","Out Sample","Jakarta","K2000",17,551.997322154128
"669","ARIMAX","Out Sample","Jakarta","K2000",18,525.999047898423
"670","ARIMAX","Out Sample","Jakarta","K2000",19,500.618679668631
"671","ARIMAX","Out Sample","Jakarta","K2000",20,489.074178385309
"672","ARIMAX","Out Sample","Jakarta","K2000",21,470.109973433228
"673","ARIMAX","Out Sample","Jakarta","K2000",22,452.038282183032
"674","ARIMAX","Out Sample","Jakarta","K2000",23,434.268738225808
"675","ARIMAX","Out Sample","Jakarta","K2000",24,703.863384282307
"676","ARIMAX","In Sample","Jakarta","K1000",0,141836.379020438
"677","ARIMAX","Out Sample","Jakarta","K1000",1,45.4464711197245
"678","ARIMAX","Out Sample","Jakarta","K1000",2,59.6840067597266
"679","ARIMAX","Out Sample","Jakarta","K1000",3,107.915771252633
"680","ARIMAX","Out Sample","Jakarta","K1000",4,103.345366307414
"681","ARIMAX","Out Sample","Jakarta","K1000",5,99.6589331567651
"682","ARIMAX","Out Sample","Jakarta","K1000",6,98.8070702665816
"683","ARIMAX","Out Sample","Jakarta","K1000",7,106.930266736733
"684","ARIMAX","Out Sample","Jakarta","K1000",8,101.590912404412
"685","ARIMAX","Out Sample","Jakarta","K1000",9,9976.15437327597
"686","ARIMAX","Out Sample","Jakarta","K1000",10,30620.0162638905
"687","ARIMAX","Out Sample","Jakarta","K1000",11,130482.044104687
"688","ARIMAX","Out Sample","Jakarta","K1000",12,234610.113215472
"689","ARIMAX","Out Sample","Jakarta","K1000",13,287978.874818454
"690","ARIMAX","Out Sample","Jakarta","K1000",14,271040.20027631
"691","ARIMAX","Out Sample","Jakarta","K1000",15,259796.82841389
"692","ARIMAX","Out Sample","Jakarta","K1000",16,244618.726418396
"693","ARIMAX","Out Sample","Jakarta","K1000",17,230348.410129401
"694","ARIMAX","Out Sample","Jakarta","K1000",18,217942.222153482
"695","ARIMAX","Out Sample","Jakarta","K1000",19,1680445.89406652
"696","ARIMAX","Out Sample","Jakarta","K1000",20,16768112.9584826
"697","ARIMAX","Out Sample","Jakarta","K1000",21,42606457.6610593
"698","ARIMAX","Out Sample","Jakarta","K1000",22,69566153.2904435
"699","ARIMAX","Out Sample","Jakarta","K1000",23,90558559.6748893
"700","ARIMAX","Out Sample","Jakarta","K1000",24,106158046.310115
"701","ARIMAX","In Sample","Surabaya","K100000",0,53.8347358786649
"702","ARIMAX","Out Sample","Surabaya","K100000",1,6.12908600920645
"703","ARIMAX","Out Sample","Surabaya","K100000",2,9.05656732448459
"704","ARIMAX","Out Sample","Surabaya","K100000",3,26.973135664131
"705","ARIMAX","Out Sample","Surabaya","K100000",4,25.8235780143166
"706","ARIMAX","Out Sample","Surabaya","K100000",5,23.7464712969084
"707","ARIMAX","Out Sample","Surabaya","K100000",6,33.3669963289873
"708","ARIMAX","Out Sample","Surabaya","K100000",7,32.7098067630525
"709","ARIMAX","Out Sample","Surabaya","K100000",8,29.0815448526425
"710","ARIMAX","Out Sample","Surabaya","K100000",9,30.4267855295016
"711","ARIMAX","Out Sample","Surabaya","K100000",10,27.5421875351657
"712","ARIMAX","Out Sample","Surabaya","K100000",11,30.1881582720624
"713","ARIMAX","Out Sample","Surabaya","K100000",12,52.5392506753142
"714","ARIMAX","Out Sample","Surabaya","K100000",13,54.0844579159513
"715","ARIMAX","Out Sample","Surabaya","K100000",14,51.1918705310086
"716","ARIMAX","Out Sample","Surabaya","K100000",15,51.6925951490479
"717","ARIMAX","Out Sample","Surabaya","K100000",16,50.6888073438698
"718","ARIMAX","Out Sample","Surabaya","K100000",17,48.5612360917556
"719","ARIMAX","Out Sample","Surabaya","K100000",18,51.4230252029746
"720","ARIMAX","Out Sample","Surabaya","K100000",19,49.6220516197478
"721","ARIMAX","Out Sample","Surabaya","K100000",20,48.5194698976464
"722","ARIMAX","Out Sample","Surabaya","K100000",21,46.6221092612344
"723","ARIMAX","Out Sample","Surabaya","K100000",22,45.5018998081497
"724","ARIMAX","Out Sample","Surabaya","K100000",23,45.881074643083
"725","ARIMAX","Out Sample","Surabaya","K100000",24,55.4874275348337
"726","ARIMAX","In Sample","Surabaya","K50000",0,47.5280548169013
"727","ARIMAX","Out Sample","Surabaya","K50000",1,63.7099958393219
"728","ARIMAX","Out Sample","Surabaya","K50000",2,49.2319484114731
"729","ARIMAX","Out Sample","Surabaya","K50000",3,108.889587825619
"730","ARIMAX","Out Sample","Surabaya","K50000",4,85.6128143523154
"731","ARIMAX","Out Sample","Surabaya","K50000",5,69.2676016619756
"732","ARIMAX","Out Sample","Surabaya","K50000",6,59.1198386093406
"733","ARIMAX","Out Sample","Surabaya","K50000",7,56.1905539662947
"734","ARIMAX","Out Sample","Surabaya","K50000",8,55.577645678468
"735","ARIMAX","Out Sample","Surabaya","K50000",9,51.7363682082082
"736","ARIMAX","Out Sample","Surabaya","K50000",10,49.5342903837286
"737","ARIMAX","Out Sample","Surabaya","K50000",11,50.6388060051564
"738","ARIMAX","Out Sample","Surabaya","K50000",12,47.4548124950522
"739","ARIMAX","Out Sample","Surabaya","K50000",13,46.8626012682052
"740","ARIMAX","Out Sample","Surabaya","K50000",14,47.9033504300301
"741","ARIMAX","Out Sample","Surabaya","K50000",15,47.2385080131942
"742","ARIMAX","Out Sample","Surabaya","K50000",16,46.4419052325276
"743","ARIMAX","Out Sample","Surabaya","K50000",17,43.887205861115
"744","ARIMAX","Out Sample","Surabaya","K50000",18,42.0445670601121
"745","ARIMAX","Out Sample","Surabaya","K50000",19,43.1863143783274
"746","ARIMAX","Out Sample","Surabaya","K50000",20,41.2884100260599
"747","ARIMAX","Out Sample","Surabaya","K50000",21,41.5701827712106
"748","ARIMAX","Out Sample","Surabaya","K50000",22,42.0005705265423
"749","ARIMAX","Out Sample","Surabaya","K50000",23,42.7403492637242
"750","ARIMAX","Out Sample","Surabaya","K50000",24,43.8986016812443
"751","ARIMAX","In Sample","Surabaya","K20000",0,153.427500911111
"752","ARIMAX","Out Sample","Surabaya","K20000",1,92.1999940648449
"753","ARIMAX","Out Sample","Surabaya","K20000",2,73.4529756996882
"754","ARIMAX","Out Sample","Surabaya","K20000",3,351.3019267341
"755","ARIMAX","Out Sample","Surabaya","K20000",4,609.993394884871
"756","ARIMAX","Out Sample","Surabaya","K20000",5,644.758200607914
"757","ARIMAX","Out Sample","Surabaya","K20000",6,675.54526776989
"758","ARIMAX","Out Sample","Surabaya","K20000",7,589.399344280638
"759","ARIMAX","Out Sample","Surabaya","K20000",8,605.288921857659
"760","ARIMAX","Out Sample","Surabaya","K20000",9,539.062770685242
"761","ARIMAX","Out Sample","Surabaya","K20000",10,504.038347269692
"762","ARIMAX","Out Sample","Surabaya","K20000",11,461.701104370203
"763","ARIMAX","Out Sample","Surabaya","K20000",12,423.73166654379
"764","ARIMAX","Out Sample","Surabaya","K20000",13,398.345529534529
"765","ARIMAX","Out Sample","Surabaya","K20000",14,371.756183548033
"766","ARIMAX","Out Sample","Surabaya","K20000",15,583.594721661169
"767","ARIMAX","Out Sample","Surabaya","K20000",16,681.215530188036
"768","ARIMAX","Out Sample","Surabaya","K20000",17,653.887486907352
"769","ARIMAX","Out Sample","Surabaya","K20000",18,628.745430592106
"770","ARIMAX","Out Sample","Surabaya","K20000",19,595.740374356963
"771","ARIMAX","Out Sample","Surabaya","K20000",20,566.046700982514
"772","ARIMAX","Out Sample","Surabaya","K20000",21,543.888020898468
"773","ARIMAX","Out Sample","Surabaya","K20000",22,526.257775730756
"774","ARIMAX","Out Sample","Surabaya","K20000",23,504.091442497547
"775","ARIMAX","Out Sample","Surabaya","K20000",24,486.191978814785
"776","ARIMAX","In Sample","Surabaya","K10000",0,197.554064740883
"777","ARIMAX","Out Sample","Surabaya","K10000",1,66.5824821344257
"778","ARIMAX","Out Sample","Surabaya","K10000",2,66.5761782830384
"779","ARIMAX","Out Sample","Surabaya","K10000",3,807.780176194925
"780","ARIMAX","Out Sample","Surabaya","K10000",4,985.937875588281
"781","ARIMAX","Out Sample","Surabaya","K10000",5,1042.45202995995
"782","ARIMAX","Out Sample","Surabaya","K10000",6,994.326749475961
"783","ARIMAX","Out Sample","Surabaya","K10000",7,853.515710387763
"784","ARIMAX","Out Sample","Surabaya","K10000",8,825.56706686734
"785","ARIMAX","Out Sample","Surabaya","K10000",9,734.382871425721
"786","ARIMAX","Out Sample","Surabaya","K10000",10,697.550399320405
"787","ARIMAX","Out Sample","Surabaya","K10000",11,645.158914163302
"788","ARIMAX","Out Sample","Surabaya","K10000",12,592.526257638253
"789","ARIMAX","Out Sample","Surabaya","K10000",13,553.816241463179
"790","ARIMAX","Out Sample","Surabaya","K10000",14,516.650424116422
"791","ARIMAX","Out Sample","Surabaya","K10000",15,806.218714998093
"792","ARIMAX","Out Sample","Surabaya","K10000",16,870.205264458462
"793","ARIMAX","Out Sample","Surabaya","K10000",17,840.814082161315
"794","ARIMAX","Out Sample","Surabaya","K10000",18,835.062339974966
"795","ARIMAX","Out Sample","Surabaya","K10000",19,791.288215042347
"796","ARIMAX","Out Sample","Surabaya","K10000",20,752.213380540483
"797","ARIMAX","Out Sample","Surabaya","K10000",21,725.387784807967
"798","ARIMAX","Out Sample","Surabaya","K10000",22,700.286703260441
"799","ARIMAX","Out Sample","Surabaya","K10000",23,672.35153923353
"800","ARIMAX","Out Sample","Surabaya","K10000",24,646.332264919557
"801","ARIMAX","In Sample","Surabaya","K5000",0,115.180350011555
"802","ARIMAX","Out Sample","Surabaya","K5000",1,65.6031503318505
"803","ARIMAX","Out Sample","Surabaya","K5000",2,43.3125329324273
