"","Model","InOutSample","Location","Denomination","fh","MAPE","RMSE","linearmodel","nonlinearmodel","preprocessing","ID","DateExecuted"
"239","ARIMAX-Individual","Out Sample","Jakarta","K20000",13,689.014903749909,219397.060429073,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","Box-Cox lambda 1.00848197642324","12dbf2877e238e1ede2501ee81c1372f",2020-10-21 13:53:12
"240","ARIMAX-Individual","Out Sample","Jakarta","K20000",14,640.680638861331,211748.50112908,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","Box-Cox lambda 1.00848197642324","12dbf2877e238e1ede2501ee81c1372f",2020-10-21 13:53:12
"241","ARIMAX-Individual","Out Sample","Jakarta","K20000",15,967.238678641989,213834.434338546,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","Box-Cox lambda 1.00848197642324","12dbf2877e238e1ede2501ee81c1372f",2020-10-21 13:53:12
"242","ARIMAX-Individual","Out Sample","Jakarta","K20000",16,994.746683323079,213747.358931488,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","Box-Cox lambda 1.00848197642324","12dbf2877e238e1ede2501ee81c1372f",2020-10-21 13:53:12
"243","ARIMAX-Individual","Out Sample","Jakarta","K20000",17,948.08179612625,210956.390302016,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","Box-Cox lambda 1.00848197642324","12dbf2877e238e1ede2501ee81c1372f",2020-10-21 13:53:12
"244","ARIMAX-Individual","Out Sample","Jakarta","K20000",18,900.004704949426,206714.407995697,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","Box-Cox lambda 1.00848197642324","12dbf2877e238e1ede2501ee81c1372f",2020-10-21 13:53:12
"245","ARIMAX-Individual","Out Sample","Jakarta","K20000",19,852.913714241169,201227.421862608,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","Box-Cox lambda 1.00848197642324","12dbf2877e238e1ede2501ee81c1372f",2020-10-21 13:53:12
"246","ARIMAX-Individual","Out Sample","Jakarta","K20000",20,810.299454913581,196132.629434377,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","Box-Cox lambda 1.00848197642324","12dbf2877e238e1ede2501ee81c1372f",2020-10-21 13:53:12
"247","ARIMAX-Individual","Out Sample","Jakarta","K20000",21,772.60696894275,191601.659288348,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","Box-Cox lambda 1.00848197642324","12dbf2877e238e1ede2501ee81c1372f",2020-10-21 13:53:12
"248","ARIMAX-Individual","Out Sample","Jakarta","K20000",22,740.889424885148,188721.026969755,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","Box-Cox lambda 1.00848197642324","12dbf2877e238e1ede2501ee81c1372f",2020-10-21 13:53:12
"249","ARIMAX-Individual","Out Sample","Jakarta","K20000",23,710.204050917063,185171.353869502,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","Box-Cox lambda 1.00848197642324","12dbf2877e238e1ede2501ee81c1372f",2020-10-21 13:53:12
"250","ARIMAX-Individual","Out Sample","Jakarta","K20000",24,683.874566522208,265050.094043569,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","Box-Cox lambda 1.00848197642324","12dbf2877e238e1ede2501ee81c1372f",2020-10-21 13:53:12
"251","ARIMA-Individual","In Sample","Jakarta","K20000",0,94.7219938723658,200361.980758417,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"252","ARIMA-Individual","Out Sample","Jakarta","K20000",1,48.3508788948015,227504.181691737,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"253","ARIMA-Individual","Out Sample","Jakarta","K20000",2,27.8261914748663,164678.295792459,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"254","ARIMA-Individual","Out Sample","Jakarta","K20000",3,2105.8659653026,166653.08297457,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"255","ARIMA-Individual","Out Sample","Jakarta","K20000",4,1781.50528394013,162899.837239345,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"256","ARIMA-Individual","Out Sample","Jakarta","K20000",5,1449.7235835057,153409.672014034,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"257","ARIMA-Individual","Out Sample","Jakarta","K20000",6,1226.35771642468,147320.355917267,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"258","ARIMA-Individual","Out Sample","Jakarta","K20000",7,1051.99765056796,136526.175614918,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"259","ARIMA-Individual","Out Sample","Jakarta","K20000",8,937.715932692836,140220.902264558,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"260","ARIMA-Individual","Out Sample","Jakarta","K20000",9,837.472647424735,138297.594971699,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"261","ARIMA-Individual","Out Sample","Jakarta","K20000",10,760.631305578826,134961.954380069,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"262","ARIMA-Individual","Out Sample","Jakarta","K20000",11,693.659933764824,129644.912081269,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"263","ARIMA-Individual","Out Sample","Jakarta","K20000",12,639.91665473799,141229.210901492,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"264","ARIMA-Individual","Out Sample","Jakarta","K20000",13,596.112024513851,218512.61708615,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"265","ARIMA-Individual","Out Sample","Jakarta","K20000",14,555.417374425872,212086.039901538,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"266","ARIMA-Individual","Out Sample","Jakarta","K20000",15,865.49924609501,213089.96906092,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"267","ARIMA-Individual","Out Sample","Jakarta","K20000",16,900.237615184305,213181.017255273,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"268","ARIMA-Individual","Out Sample","Jakarta","K20000",17,859.174799502149,210442.114444077,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"269","ARIMA-Individual","Out Sample","Jakarta","K20000",18,816.010394219384,206199.136753598,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"270","ARIMA-Individual","Out Sample","Jakarta","K20000",19,773.229590446112,200709.084960988,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"271","ARIMA-Individual","Out Sample","Jakarta","K20000",20,734.691013089254,195633.146129382,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"272","ARIMA-Individual","Out Sample","Jakarta","K20000",21,700.57442406894,191104.094224177,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"273","ARIMA-Individual","Out Sample","Jakarta","K20000",22,672.050932423057,188167.914547035,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"274","ARIMA-Individual","Out Sample","Jakarta","K20000",23,644.265086981972,184561.038134091,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"275","ARIMA-Individual","Out Sample","Jakarta","K20000",24,620.692284516309,265041.636543923,"ARIMA(2,1,1)(1,0,0)[12]","","","4ad155990d77cb2dbc19a6c845ede4ec",2020-10-21 13:53:15
"276","ARIMAX-Individual","In Sample","Jakarta","K20000",0,94.4019368384645,199191.141268272,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"277","ARIMAX-Individual","Out Sample","Jakarta","K20000",1,48.0033277091752,225868.857786789,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"278","ARIMAX-Individual","Out Sample","Jakarta","K20000",2,24.3360529769394,159745.962042936,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"279","ARIMAX-Individual","Out Sample","Jakarta","K20000",3,2499.00545095842,175293.208568501,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"280","ARIMAX-Individual","Out Sample","Jakarta","K20000",4,2068.52697497407,168280.867521152,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"281","ARIMAX-Individual","Out Sample","Jakarta","K20000",5,1678.49259081247,157491.047324799,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"282","ARIMAX-Individual","Out Sample","Jakarta","K20000",6,1416.65949846956,150611.240050131,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"283","ARIMAX-Individual","Out Sample","Jakarta","K20000",7,1215.34015135366,139650.922153522,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"284","ARIMAX-Individual","Out Sample","Jakarta","K20000",8,1081.0313203772,143425.522223608,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"285","ARIMAX-Individual","Out Sample","Jakarta","K20000",9,964.912834000696,141333.545708216,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"286","ARIMAX-Individual","Out Sample","Jakarta","K20000",10,875.363259680458,137801.245758547,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"287","ARIMAX-Individual","Out Sample","Jakarta","K20000",11,798.074711227779,132432.508957304,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"288","ARIMAX-Individual","Out Sample","Jakarta","K20000",12,735.620452262604,143504.759654457,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"289","ARIMAX-Individual","Out Sample","Jakarta","K20000",13,684.432788059146,219355.317506792,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"290","ARIMAX-Individual","Out Sample","Jakarta","K20000",14,636.424770831923,211707.551692744,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"291","ARIMAX-Individual","Out Sample","Jakarta","K20000",15,961.571370519342,213713.519204453,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"292","ARIMAX-Individual","Out Sample","Jakarta","K20000",16,988.930251139355,213558.609391406,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"293","ARIMAX-Individual","Out Sample","Jakarta","K20000",17,942.536206252949,210733.637021773,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"294","ARIMAX-Individual","Out Sample","Jakarta","K20000",18,894.733574897842,206474.968964536,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"295","ARIMAX-Individual","Out Sample","Jakarta","K20000",19,847.910946658683,200992.702660978,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"296","ARIMAX-Individual","Out Sample","Jakarta","K20000",20,805.55553073068,195904.106310425,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"297","ARIMAX-Individual","Out Sample","Jakarta","K20000",21,768.071396908178,191371.247854016,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"298","ARIMAX-Individual","Out Sample","Jakarta","K20000",22,736.540323891843,188480.179846156,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"299","ARIMAX-Individual","Out Sample","Jakarta","K20000",23,706.032575350769,184927.612238143,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"300","ARIMAX-Individual","Out Sample","Jakarta","K20000",24,679.879133155671,264983.499955332,"Regression with ARIMA(2,1,1)(1,0,0)[12] errors","","","18a12c860b90d1b9ee9665157bf0862e",2020-10-21 13:53:18
"301","ARIMA-Individual","In Sample","Jakarta","K10000",0,NA,NA,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"302","ARIMA-Individual","Out Sample","Jakarta","K10000",1,68.7583747480472,289814.679345042,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"303","ARIMA-Individual","Out Sample","Jakarta","K10000",2,79.8400319184397,922630.70565029,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"304","ARIMA-Individual","Out Sample","Jakarta","K10000",3,539.577181618561,754407.864710091,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"305","ARIMA-Individual","Out Sample","Jakarta","K10000",4,494.683549497216,653865.392355195,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"306","ARIMA-Individual","Out Sample","Jakarta","K10000",5,405.486023173307,585049.428937209,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"307","ARIMA-Individual","Out Sample","Jakarta","K10000",6,339.305236030879,534084.762044997,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"308","ARIMA-Individual","Out Sample","Jakarta","K10000",7,298.514771576213,497775.518403909,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"309","ARIMA-Individual","Out Sample","Jakarta","K10000",8,263.219512714164,465708.452051342,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"310","ARIMA-Individual","Out Sample","Jakarta","K10000",9,240.569229731413,443007.255461075,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"311","ARIMA-Individual","Out Sample","Jakarta","K10000",10,218.277506173872,420365.142753484,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"312","ARIMA-Individual","Out Sample","Jakarta","K10000",11,202.297146432694,401907.834393061,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"313","ARIMA-Individual","Out Sample","Jakarta","K10000",12,191.85974034939,405902.635852153,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"314","ARIMA-Individual","Out Sample","Jakarta","K10000",13,183.94030656422,470195.549433247,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"315","ARIMA-Individual","Out Sample","Jakarta","K10000",14,175.705033868512,458552.671208213,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"316","ARIMA-Individual","Out Sample","Jakarta","K10000",15,245.366825829801,443540.055693626,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"317","ARIMA-Individual","Out Sample","Jakarta","K10000",16,246.552777277417,429774.761368964,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"318","ARIMA-Individual","Out Sample","Jakarta","K10000",17,233.135702958919,416966.050539567,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"319","ARIMA-Individual","Out Sample","Jakarta","K10000",18,220.904954323956,405235.987246129,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"320","ARIMA-Individual","Out Sample","Jakarta","K10000",19,212.300528268349,396170.712964658,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"321","ARIMA-Individual","Out Sample","Jakarta","K10000",20,204.391647023494,387498.546037249,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"322","ARIMA-Individual","Out Sample","Jakarta","K10000",21,196.444240934738,378450.189521809,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"323","ARIMA-Individual","Out Sample","Jakarta","K10000",22,188.414567614904,369803.476087569,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"324","ARIMA-Individual","Out Sample","Jakarta","K10000",23,181.940410615296,362057.18060735,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"325","ARIMA-Individual","Out Sample","Jakarta","K10000",24,177.954869539571,387477.403905736,"ARIMA(1,1,3)(0,0,2)[12]","","Box-Cox lambda -0.955406690949067","90351ba16828d0bc8f57e98b1884abf4",2020-10-21 13:53:21
"326","ARIMAX-Individual","In Sample","Jakarta","K10000",0,NA,NA,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"327","ARIMAX-Individual","Out Sample","Jakarta","K10000",1,68.5587936236345,288973.45033422,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"328","ARIMAX-Individual","Out Sample","Jakarta","K10000",2,80.400877357756,935251.254293352,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"329","ARIMAX-Individual","Out Sample","Jakarta","K10000",3,554.614002554513,764763.253191843,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"330","ARIMAX-Individual","Out Sample","Jakarta","K10000",4,505.146011673536,662816.857584464,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"331","ARIMAX-Individual","Out Sample","Jakarta","K10000",5,414.047407485417,593061.363494244,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"332","ARIMAX-Individual","Out Sample","Jakarta","K10000",6,346.381366000485,541397.670207515,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"333","ARIMAX-Individual","Out Sample","Jakarta","K10000",7,304.538366044753,504466.347769076,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"334","ARIMAX-Individual","Out Sample","Jakarta","K10000",8,268.362845300158,471956.168938061,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"335","ARIMAX-Individual","Out Sample","Jakarta","K10000",9,245.157819872878,448865.685197433,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"336","ARIMAX-Individual","Out Sample","Jakarta","K10000",10,222.351799278533,425916.156197762,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"337","ARIMAX-Individual","Out Sample","Jakarta","K10000",11,205.960848190185,407163.590208964,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"338","ARIMAX-Individual","Out Sample","Jakarta","K10000",12,195.203932734604,410586.334424618,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"339","ARIMAX-Individual","Out Sample","Jakarta","K10000",13,187.023000179418,473843.938430347,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"340","ARIMAX-Individual","Out Sample","Jakarta","K10000",14,178.898114069137,462777.127892475,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"341","ARIMAX-Individual","Out Sample","Jakarta","K10000",15,250.552114874411,447645.54104178,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"342","ARIMAX-Individual","Out Sample","Jakarta","K10000",16,251.642296151784,433755.748874367,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"343","ARIMAX-Individual","Out Sample","Jakarta","K10000",17,237.944488224588,420828.761280959,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"344","ARIMAX-Individual","Out Sample","Jakarta","K10000",18,225.410317396207,408987.972364473,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"345","ARIMAX-Individual","Out Sample","Jakarta","K10000",19,216.562129158117,399799.144932053,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"346","ARIMAX-Individual","Out Sample","Jakarta","K10000",20,208.43446037166,391017.146691798,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"347","ARIMAX-Individual","Out Sample","Jakarta","K10000",21,200.27925271368,381876.477909596,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"348","ARIMAX-Individual","Out Sample","Jakarta","K10000",22,192.064214280703,373149.183125857,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"349","ARIMAX-Individual","Out Sample","Jakarta","K10000",23,185.425013460377,365323.122881574,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"350","ARIMAX-Individual","Out Sample","Jakarta","K10000",24,181.292778965643,390377.847756642,"Regression with ARIMA(1,1,3)(0,0,2)[12] errors","","Box-Cox lambda -0.955406690949067","e2d27cf195c399262255edf89feaea1f",2020-10-21 13:53:26
"351","ARIMA-Individual","In Sample","Jakarta","K10000",0,94.3731579916261,202588.945096843,"ARIMA(4,1,1)(1,0,2)[12]","","","b86e8a1eed9f938014e40bca35b22c2d",2020-10-21 13:53:32
"352","ARIMA-Individual","Out Sample","Jakarta","K10000",1,37.7440020116846,159089.941842396,"ARIMA(4,1,1)(1,0,2)[12]","","","b86e8a1eed9f938014e40bca35b22c2d",2020-10-21 13:53:32
"353","ARIMA-Individual","Out Sample","Jakarta","K10000",2,49.2621129246662,611793.967373071,"ARIMA(4,1,1)(1,0,2)[12]","","","b86e8a1eed9f938014e40bca35b22c2d",2020-10-21 13:53:32
"354","ARIMA-Individual","Out Sample","Jakarta","K10000",3,1127.48741978338,507740.19014481,"ARIMA(4,1,1)(1,0,2)[12]","","","b86e8a1eed9f938014e40bca35b22c2d",2020-10-21 13:53:32
"355","ARIMA-Individual","Out Sample","Jakarta","K10000",4,1164.95428000582,449506.593091861,"ARIMA(4,1,1)(1,0,2)[12]","","","b86e8a1eed9f938014e40bca35b22c2d",2020-10-21 13:53:32
