"","Model","InOutSample","Location","Denomination","fh","MAPE","RMSE","linearmodel","nonlinearmodel","preprocessing","ID","DateExecuted"
"467","ARIMA-Individual","Out Sample","Jakarta","K5000",16,308.178329814964,265343.415064523,"ARIMA(0,1,1)(1,0,0)[12]","","","d5df9f678229606a6c7533f5cbd00245",2020-10-21 13:53:50
"468","ARIMA-Individual","Out Sample","Jakarta","K5000",17,302.840396752417,257958.201621807,"ARIMA(0,1,1)(1,0,0)[12]","","","d5df9f678229606a6c7533f5cbd00245",2020-10-21 13:53:50
"469","ARIMA-Individual","Out Sample","Jakarta","K5000",18,290.15469986178,250952.132415214,"ARIMA(0,1,1)(1,0,0)[12]","","","d5df9f678229606a6c7533f5cbd00245",2020-10-21 13:53:50
"470","ARIMA-Individual","Out Sample","Jakarta","K5000",19,275.300889961908,244277.900007837,"ARIMA(0,1,1)(1,0,0)[12]","","","d5df9f678229606a6c7533f5cbd00245",2020-10-21 13:53:50
"471","ARIMA-Individual","Out Sample","Jakarta","K5000",20,263.48272072357,238228.621241888,"ARIMA(0,1,1)(1,0,0)[12]","","","d5df9f678229606a6c7533f5cbd00245",2020-10-21 13:53:50
"472","ARIMA-Individual","Out Sample","Jakarta","K5000",21,251.665479213044,232507.446326882,"ARIMA(0,1,1)(1,0,0)[12]","","","d5df9f678229606a6c7533f5cbd00245",2020-10-21 13:53:50
"473","ARIMA-Individual","Out Sample","Jakarta","K5000",22,241.607383987906,227248.612980981,"ARIMA(0,1,1)(1,0,0)[12]","","","d5df9f678229606a6c7533f5cbd00245",2020-10-21 13:53:50
"474","ARIMA-Individual","Out Sample","Jakarta","K5000",23,231.763451548635,222308.731694426,"ARIMA(0,1,1)(1,0,0)[12]","","","d5df9f678229606a6c7533f5cbd00245",2020-10-21 13:53:50
"475","ARIMA-Individual","Out Sample","Jakarta","K5000",24,225.595547294149,263464.905609976,"ARIMA(0,1,1)(1,0,0)[12]","","","d5df9f678229606a6c7533f5cbd00245",2020-10-21 13:53:50
"476","ARIMAX-Individual","In Sample","Jakarta","K5000",0,92.1213161423774,134837.257536858,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"477","ARIMAX-Individual","Out Sample","Jakarta","K5000",1,49.4715179105557,154974.625421161,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"478","ARIMAX-Individual","Out Sample","Jakarta","K5000",2,43.4981476474103,369105.898838909,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"479","ARIMAX-Individual","Out Sample","Jakarta","K5000",3,388.221480432571,303673.057515871,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"480","ARIMAX-Individual","Out Sample","Jakarta","K5000",4,471.846783175606,264657.252538147,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"481","ARIMAX-Individual","Out Sample","Jakarta","K5000",5,443.905312846751,238088.810018154,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"482","ARIMAX-Individual","Out Sample","Jakarta","K5000",6,405.096534956702,219067.97924909,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"483","ARIMAX-Individual","Out Sample","Jakarta","K5000",7,350.55807884299,203189.211773273,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"484","ARIMAX-Individual","Out Sample","Jakarta","K5000",8,320.969125107786,191522.047060304,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"485","ARIMAX-Individual","Out Sample","Jakarta","K5000",9,289.993047945394,181717.528563788,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"486","ARIMAX-Individual","Out Sample","Jakarta","K5000",10,270.401418392256,173398.420201494,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"487","ARIMAX-Individual","Out Sample","Jakarta","K5000",11,248.313731728259,165553.226299843,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"488","ARIMAX-Individual","Out Sample","Jakarta","K5000",12,233.405043883754,185966.953170446,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"489","ARIMAX-Individual","Out Sample","Jakarta","K5000",13,221.961353358653,286617.713251728,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"490","ARIMAX-Individual","Out Sample","Jakarta","K5000",14,210.524605291786,281237.317258284,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"491","ARIMAX-Individual","Out Sample","Jakarta","K5000",15,285.889333909538,272730.850939611,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"492","ARIMAX-Individual","Out Sample","Jakarta","K5000",16,302.100060301369,264862.335079295,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"493","ARIMAX-Individual","Out Sample","Jakarta","K5000",17,297.192014256478,257498.558817287,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"494","ARIMAX-Individual","Out Sample","Jakarta","K5000",18,284.841382863854,250508.60773167,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"495","ARIMAX-Individual","Out Sample","Jakarta","K5000",19,270.272145208347,243846.69080554,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"496","ARIMAX-Individual","Out Sample","Jakarta","K5000",20,258.7110095415,237809.354829126,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"497","ARIMAX-Individual","Out Sample","Jakarta","K5000",21,247.138394968474,232099.29253701,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"498","ARIMAX-Individual","Out Sample","Jakarta","K5000",22,237.291854418257,226850.725558274,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"499","ARIMAX-Individual","Out Sample","Jakarta","K5000",23,227.63383969116,221919.400418245,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"500","ARIMAX-Individual","Out Sample","Jakarta","K5000",24,221.638129446657,263153.214790681,"Regression with ARIMA(0,1,1)(1,0,0)[12] errors","","","4c78343314e2d39065ccd96116d80112",2020-10-21 13:53:53
"501","ARIMA-Individual","In Sample","Jakarta","K2000",0,632.426946577728,87235.0804710483,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"502","ARIMA-Individual","Out Sample","Jakarta","K2000",1,92.4676650284646,3731.02589941933,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"503","ARIMA-Individual","Out Sample","Jakarta","K2000",2,58.8390214325511,3527.48091812306,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"504","ARIMA-Individual","Out Sample","Jakarta","K2000",3,135.639420647159,16002.2518888644,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"505","ARIMA-Individual","Out Sample","Jakarta","K2000",4,147.20757953843,16911.7048995067,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"506","ARIMA-Individual","Out Sample","Jakarta","K2000",5,145.902429354679,22185.454057317,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"507","ARIMA-Individual","Out Sample","Jakarta","K2000",6,131.137339574413,30370.0901360091,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"508","ARIMA-Individual","Out Sample","Jakarta","K2000",7,126.519285421372,33437.4116283319,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"509","ARIMA-Individual","Out Sample","Jakarta","K2000",8,114.386559917405,31974.0627321555,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"510","ARIMA-Individual","Out Sample","Jakarta","K2000",9,104.630563072259,30552.7807251575,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"511","ARIMA-Individual","Out Sample","Jakarta","K2000",10,98.7594838430719,35688.2768801175,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"512","ARIMA-Individual","Out Sample","Jakarta","K2000",11,93.0217525111631,84023.8157840712,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"513","ARIMA-Individual","Out Sample","Jakarta","K2000",12,120.743695077984,89030.5378198482,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"514","ARIMA-Individual","Out Sample","Jakarta","K2000",13,114.965760197755,85538.7500126896,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"515","ARIMA-Individual","Out Sample","Jakarta","K2000",14,175.577893084456,83139.0550021484,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"516","ARIMA-Individual","Out Sample","Jakarta","K2000",15,185.125454942909,81386.8040514543,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"517","ARIMA-Individual","Out Sample","Jakarta","K2000",16,181.958072455882,79149.1989396569,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"518","ARIMA-Individual","Out Sample","Jakarta","K2000",17,173.682693098424,76987.9013566575,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"519","ARIMA-Individual","Out Sample","Jakarta","K2000",18,168.010353266109,75993.8051495012,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"520","ARIMA-Individual","Out Sample","Jakarta","K2000",19,160.138431792229,74050.751768047,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"521","ARIMA-Individual","Out Sample","Jakarta","K2000",20,156.701472769282,72440.9422873361,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"522","ARIMA-Individual","Out Sample","Jakarta","K2000",21,151.410369940312,70892.7868416142,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"523","ARIMA-Individual","Out Sample","Jakarta","K2000",22,148.014410494486,87349.5108439235,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"524","ARIMA-Individual","Out Sample","Jakarta","K2000",23,143.694393602205,99906.2509580574,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"525","ARIMA-Individual","Out Sample","Jakarta","K2000",24,281.642729551956,99511.7990679162,"ARIMA(1,0,0)(2,0,0)[12] with non-zero mean","","Box-Cox lambda 0.347538433481624","cdd01583ac1809738c2a68add3e538b3",2020-10-21 13:53:55
"526","ARIMAX-Individual","In Sample","Jakarta","K2000",0,854.771209344414,88733.5817002555,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"527","ARIMAX-Individual","Out Sample","Jakarta","K2000",1,102.493243184203,4135.55316572586,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"528","ARIMAX-Individual","Out Sample","Jakarta","K2000",2,59.423809704238,3295.26312782566,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"529","ARIMAX-Individual","Out Sample","Jakarta","K2000",3,107.494793060646,11404.1787167235,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"530","ARIMAX-Individual","Out Sample","Jakarta","K2000",4,128.286412129158,14168.5527058777,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"531","ARIMAX-Individual","Out Sample","Jakarta","K2000",5,124.71115061686,17967.5207755207,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"532","ARIMAX-Individual","Out Sample","Jakarta","K2000",6,108.858275461446,20139.2904678258,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"533","ARIMAX-Individual","Out Sample","Jakarta","K2000",7,109.682174992002,28077.4938599839,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"534","ARIMAX-Individual","Out Sample","Jakarta","K2000",8,103.098881895057,29236.6208387589,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"535","ARIMAX-Individual","Out Sample","Jakarta","K2000",9,95.2809957694106,28236.6022520527,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"536","ARIMAX-Individual","Out Sample","Jakarta","K2000",10,89.7602875536982,32368.9334374381,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"537","ARIMAX-Individual","Out Sample","Jakarta","K2000",11,86.5272629073294,120820.469762929,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"538","ARIMAX-Individual","Out Sample","Jakarta","K2000",12,105.542322471037,119064.017364809,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"539","ARIMAX-Individual","Out Sample","Jakarta","K2000",13,164.121302595189,114656.245748725,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"540","ARIMAX-Individual","Out Sample","Jakarta","K2000",14,188.255080540043,110630.201578685,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"541","ARIMAX-Individual","Out Sample","Jakarta","K2000",15,185.71818691341,107057.940202308,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"542","ARIMAX-Individual","Out Sample","Jakarta","K2000",16,183.338816269092,103976.539458356,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"543","ARIMAX-Individual","Out Sample","Jakarta","K2000",17,174.584470522653,100979.605305078,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"544","ARIMAX-Individual","Out Sample","Jakarta","K2000",18,166.830521005393,98350.3257099953,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"545","ARIMAX-Individual","Out Sample","Jakarta","K2000",19,158.912310949793,95778.2999682751,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"546","ARIMAX-Individual","Out Sample","Jakarta","K2000",20,155.942152338626,93596.3060032964,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"547","ARIMAX-Individual","Out Sample","Jakarta","K2000",21,150.544794026469,91474.3045383874,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"548","ARIMAX-Individual","Out Sample","Jakarta","K2000",22,147.226362989762,104317.725161101,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"549","ARIMAX-Individual","Out Sample","Jakarta","K2000",23,143.771574444048,124956.116728058,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"550","ARIMAX-Individual","Out Sample","Jakarta","K2000",24,273.450567806988,123543.718736579,"Regression with ARIMA(2,0,0)(0,0,2)[12] errors","","Box-Cox lambda 0.347538433481624","16fb7093dc300afb502276b9cfa82eb4",2020-10-21 13:54:01
"551","ARIMA-Individual","In Sample","Jakarta","K2000",0,2653.62920317281,81452.1897841718,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"552","ARIMA-Individual","Out Sample","Jakarta","K2000",1,1836.7581026756,74112.3077990712,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"553","ARIMA-Individual","Out Sample","Jakarta","K2000",2,1007.25053234093,54944.1371724167,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"554","ARIMA-Individual","Out Sample","Jakarta","K2000",3,813.324454313987,50484.8616412165,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"555","ARIMA-Individual","Out Sample","Jakarta","K2000",4,692.962282318911,47161.8966811244,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"556","ARIMA-Individual","Out Sample","Jakarta","K2000",5,589.3145810903,46751.2241090584,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"557","ARIMA-Individual","Out Sample","Jakarta","K2000",6,501.243513330729,48984.616955608,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"558","ARIMA-Individual","Out Sample","Jakarta","K2000",7,445.606711931416,49757.8093734265,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"559","ARIMA-Individual","Out Sample","Jakarta","K2000",8,391.278478989029,46609.8594768753,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"560","ARIMA-Individual","Out Sample","Jakarta","K2000",9,352.536592312826,44660.8932683294,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"561","ARIMA-Individual","Out Sample","Jakarta","K2000",10,321.268573704226,46062.2857007083,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"562","ARIMA-Individual","Out Sample","Jakarta","K2000",11,294.485745805764,72318.6324729409,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"563","ARIMA-Individual","Out Sample","Jakarta","K2000",12,307.998632354904,80425.0711007828,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"564","ARIMA-Individual","Out Sample","Jakarta","K2000",13,409.971944375301,78642.7106208589,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"565","ARIMA-Individual","Out Sample","Jakarta","K2000",14,500.21750965919,78092.294948191,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"566","ARIMA-Individual","Out Sample","Jakarta","K2000",15,495.411747299273,77479.0074415097,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"567","ARIMA-Individual","Out Sample","Jakarta","K2000",16,480.598821100334,76355.3366749005,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"568","ARIMA-Individual","Out Sample","Jakarta","K2000",17,456.469375699123,74682.646538147,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"569","ARIMA-Individual","Out Sample","Jakarta","K2000",18,436.072111591365,74455.0265482846,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"570","ARIMA-Individual","Out Sample","Jakarta","K2000",19,415.017442293094,72795.1694576542,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"571","ARIMA-Individual","Out Sample","Jakarta","K2000",20,402.676057166806,71861.3084290668,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"572","ARIMA-Individual","Out Sample","Jakarta","K2000",21,387.334021173994,70748.7924984456,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"573","ARIMA-Individual","Out Sample","Jakarta","K2000",22,372.949835729042,84835.6186366624,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"574","ARIMA-Individual","Out Sample","Jakarta","K2000",23,357.89713995769,87718.0943055876,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"575","ARIMA-Individual","Out Sample","Jakarta","K2000",24,500.084766588291,88179.3212621228,"ARIMA(0,0,2)(2,0,0)[12] with non-zero mean","","","dc9443a15d8039551bf603051a61a69b",2020-10-21 13:54:11
"576","ARIMAX-Individual","In Sample","Jakarta","K2000",0,2767.69949904272,76263.0631196093,"Regression with ARIMA(0,0,2)(0,0,2)[12] errors","","","15190cb9b975e5a5ab4bc2e87e640a90",2020-10-21 13:54:21
"577","ARIMAX-Individual","Out Sample","Jakarta","K2000",1,247.069464268719,9969.13428989998,"Regression with ARIMA(0,0,2)(0,0,2)[12] errors","","","15190cb9b975e5a5ab4bc2e87e640a90",2020-10-21 13:54:21
"578","ARIMAX-Individual","Out Sample","Jakarta","K2000",2,383.647237798022,48830.1572190792,"Regression with ARIMA(0,0,2)(0,0,2)[12] errors","","","15190cb9b975e5a5ab4bc2e87e640a90",2020-10-21 13:54:21
"579","ARIMAX-Individual","Out Sample","Jakarta","K2000",3,392.047969238487,45658.1115890933,"Regression with ARIMA(0,0,2)(0,0,2)[12] errors","","","15190cb9b975e5a5ab4bc2e87e640a90",2020-10-21 13:54:21
"580","ARIMAX-Individual","Out Sample","Jakarta","K2000",4,387.158127550779,44242.7065177194,"Regression with ARIMA(0,0,2)(0,0,2)[12] errors","","","15190cb9b975e5a5ab4bc2e87e640a90",2020-10-21 13:54:21
"581","ARIMAX-Individual","Out Sample","Jakarta","K2000",5,349.096674113762,45624.9286979687,"Regression with ARIMA(0,0,2)(0,0,2)[12] errors","","","15190cb9b975e5a5ab4bc2e87e640a90",2020-10-21 13:54:21
"582","ARIMAX-Individual","Out Sample","Jakarta","K2000",6,302.41403146865,49770.4926417997,"Regression with ARIMA(0,0,2)(0,0,2)[12] errors","","","15190cb9b975e5a5ab4bc2e87e640a90",2020-10-21 13:54:21
