Flow,Kota,Tahun,Bulan,K100000,K50000,K20000,K10000,K5000,K2000,K1000,L1000,L500,L200,L100,L50
Inflow,Jakarta,2010,11,1153112.600,1161186.100,151300.880,156885.880,78274.520,50510.470,28852.330,2.810,43.160,6.470,10.780,1.090
Inflow,Jakarta,2010,12,1342119.900,1351855.450,91851.780,77457.000,57861.120,29190.010,18387.380,3.140,58.730,8.780,13.530,0.960
Inflow,Jakarta,2011,1,3057396.800,2864986.300,123748.420,118301.220,185916.420,117456.140,19240.270,3.110,88.610,13.120,26.020,0.780
Inflow,Jakarta,2011,2,2762023.100,2165853.850,133999.180,135679.940,95134.040,60964.850,16037.160,6.940,66.860,11.690,35.600,0.430
Inflow,Jakarta,2011,3,2488160.200,2369946.300,138553.700,127587.920,93137.110,56158.000,15152.900,4.320,69.740,89.960,94.220,1.170
Inflow,Jakarta,2011,4,1494052.200,1643801.200,109700.880,93254.940,66547.860,44400.480,13368.370,12.760,57.940,8.810,19.130,0.860
Inflow,Jakarta,2011,5,1979898.800,1906626.350,119635.760,105848.940,72551.330,41411.490,11395.140,10.540,74.250,9.240,21.490,2.900
Inflow,Jakarta,2011,6,1936589.300,1938150.850,100034.840,90634.320,63862.210,39306.310,11492.300,3.720,71.080,15.930,21.620,0.800
Inflow,Jakarta,2011,7,1959233.800,1757317.000,110348.840,95367.080,63903.030,37773.190,11337.680,13.790,75.470,15.910,19.880,0.420
Inflow,Jakarta,2011,8,1263516.000,1288244.400,97000.000,91051.060,54820.070,27585.840,7972.350,11.300,121.250,10.750,9.850,0.100
Inflow,Jakarta,2011,9,7024963.200,6233352.800,307085.680,278711.900,189577.140,50255.290,13209.360,16.720,262.960,10.130,19.800,1.520
Inflow,Jakarta,2011,10,2138003.200,2238117.850,188617.920,214305.610,194998.790,109759.080,12789.920,8.330,458.300,35.330,65.360,0.850
Inflow,Jakarta,2011,11,1930765.000,2212249.700,126370.400,144637.910,100948.840,79845.750,19517.950,34.740,478.640,112.500,66.050,1.140
Inflow,Jakarta,2011,12,1440703.200,1434498.200,121951.820,110644.720,75765.820,57394.600,12135.930,1.960,101.140,199.210,185.670,6.350
Inflow,Jakarta,2012,1,3432062.000,2847345.400,181460.480,164377.840,120252.820,68685.610,14214.680,6.880,68.570,34.970,18.800,0.400
Inflow,Jakarta,2012,2,2603394.350,2295856.800,153968.680,142533.540,96651.870,55193.480,10714.850,6.450,116.330,28.400,23.510,0.580
Inflow,Jakarta,2012,3,2266463.600,2169106.800,110850.560,131052.590,78024.700,47977.000,9014.100,12.090,105.690,34.320,54.460,0.660
Inflow,Jakarta,2012,4,2482764.600,2840196.700,114147.360,114230.230,83411.770,45055.210,9082.460,3.480,122.530,36.100,29.870,0.340
Inflow,Jakarta,2012,5,3353989.350,1938796.700,125081.240,119683.820,74808.070,44382.820,7359.820,5.260,199.670,38.020,86.110,9.850
Inflow,Jakarta,2012,6,2904330.000,2319896.900,102601.580,97958.490,70769.590,46146.420,7013.050,4.070,125.930,15.650,17.750,0.660
Inflow,Jakarta,2012,7,3462211.800,2597107.700,123428.760,111681.500,76682.400,41928.950,6529.910,3.760,127.730,19.530,21.370,1.920
Inflow,Jakarta,2012,8,7356491.300,3783706.500,104371.300,91219.320,53583.950,34249.760,7060.460,3.630,76.430,15.340,14.170,0.030
Inflow,Jakarta,2012,9,3563508.500,3101670.800,313437.820,309660.650,208621.160,70151.350,9041.460,35.360,139.230,14.540,15.990,1.610
Inflow,Jakarta,2012,10,2817807.100,2609614.350,138026.940,247553.710,212241.560,120870.040,12325.400,6.980,149.310,23.680,24.670,0.330
Inflow,Jakarta,2012,11,3764443.600,2587202.450,104990.720,100314.610,72836.540,66237.070,8621.340,12.220,212.410,29.020,46.700,0.390
Inflow,Jakarta,2012,12,2267919.900,1841808.400,105044.260,103281.110,82441.190,64149.940,7527.440,6.800,90.410,21.510,17.280,0.330
Inflow,Jakarta,2013,1,6102621.700,4058117.400,158624.880,158343.230,102283.670,63042.940,9449.340,5.860,113.410,18.230,21.640,0.350
Inflow,Jakarta,2013,2,3762305.700,2660541.000,112809.700,120709.750,89561.440,56763.260,9075.630,4.210,178.150,29.930,28.390,0.100
Inflow,Jakarta,2013,3,3427365.200,2616346.400,111845.460,110613.960,75755.220,46170.410,8827.500,11.180,186.580,95.880,52.320,0.490
Inflow,Jakarta,2013,4,2418277.300,2203421.350,110479.840,118599.730,69816.710,44971.540,8429.560,13.410,94.310,109.930,34.140,0.560
Inflow,Jakarta,2013,5,2932151.600,2162515.550,106780.920,104745.540,68883.250,40876.550,7593.440,7.220,142.160,19.420,19.250,0.700
Inflow,Jakarta,2013,6,2914437.500,2233859.300,83436.800,84425.060,54451.840,37920.400,6411.480,8.070,101.610,17.540,21.950,0.560
Inflow,Jakarta,2013,7,2415165.000,1725437.300,101339.680,99772.670,60558.340,36437.700,6958.390,4.520,94.730,18.700,13.890,0.150
Inflow,Jakarta,2013,8,11026559.300,7485957.300,200601.660,187263.650,144999.640,39495.170,5828.510,8.290,104.790,12.040,12.050,0.190
Inflow,Jakarta,2013,9,2842302.300,2486284.650,227478.560,235529.930,287140.270,112204.880,10148.690,16.690,159.070,19.550,20.150,0.190
Inflow,Jakarta,2013,10,3014834.600,2483828.000,105824.980,109346.040,90860.710,84000.310,13232.580,5.520,97.990,12.980,10.710,0.500
Inflow,Jakarta,2013,11,3119223.100,2422118.100,100266.460,99795.450,110291.690,70122.060,8462.070,18.780,98.890,27.550,30.250,0.170
Inflow,Jakarta,2013,12,1450001.400,1520358.300,91958.640,95674.680,64596.480,52022.530,5613.790,9.650,64.040,11.100,8.760,0.130
Inflow,Jakarta,2014,1,6521528.300,3941439.650,116715.900,110599.140,101704.600,52949.960,6351.590,8.710,59.820,9.440,10.500,0.070
Inflow,Jakarta,2014,2,4103925.500,2670330.650,108754.540,111818.120,94083.200,48878.890,5500.790,2.420,46.280,10.430,14.050,0.380
Inflow,Jakarta,2014,3,3268899.100,2485569.150,97591.360,93973.110,71974.150,45708.730,4696.100,4.590,29.500,10.470,8.400,0.170
Inflow,Jakarta,2014,4,2555325.800,2470151.600,124929.380,105214.600,77702.350,42215.950,5053.630,13.120,101.220,23.700,29.980,0.220
Inflow,Jakarta,2014,5,3089077.700,2819565.950,116903.180,99923.450,69994.890,37408.030,4091.130,5.960,22.060,7.390,10.760,0.270
Inflow,Jakarta,2014,6,2886509.800,2714060.200,131306.540,100723.900,74586.120,43143.970,4647.430,7.770,46.480,9.150,10.150,0.660
Inflow,Jakarta,2014,7,1171195.000,1011017.750,101454.940,75383.780,49742.620,26498.500,3281.480,0.480,17.880,5.400,4.720,0.030
Inflow,Jakarta,2014,8,12550271.100,8220878.400,400058.560,418168.420,313471.200,89354.920,5083.690,7.650,46.370,8.230,9.560,0.620
Inflow,Jakarta,2014,9,3732312.900,2889767.250,190939.580,234814.410,254059.640,126444.670,7370.030,16.390,88.780,17.680,16.520,0.530
Inflow,Jakarta,2014,10,3987745.900,3020455.750,105052.160,97109.310,94272.780,80408.460,6283.920,12.290,48.010,6.030,8.570,0.270
Inflow,Jakarta,2014,11,3493298.700,2760109.700,97975.960,104165.290,82842.890,47006.780,5041.870,5.050,37.650,9.090,7.920,0.140
Inflow,Jakarta,2014,12,2187239.700,2060454.700,116472.660,110888.670,83456.980,52372.360,5281.310,4.550,73.860,14.220,8.150,1.890
Inflow,Jakarta,2015,1,7808866.500,4884603.350,136213.040,130854.660,91086.880,51855.480,4843.670,11.030,81.960,18.460,20.420,0.230
Inflow,Jakarta,2015,2,2866195.400,2147751.550,104982.320,106943.960,76862.080,49209.940,4003.880,15.620,56.750,11.460,12.730,0.060
Inflow,Jakarta,2015,3,3515711.800,3316031.200,138754.140,137265.300,95034.800,56338.870,4220.720,4.750,45.130,10.290,7.590,0.310
Inflow,Jakarta,2015,4,4071399.500,3447707.250,117253.360,113170.810,80864.860,48392.700,4456.800,8.060,45.080,7.740,7.240,0.370
Inflow,Jakarta,2015,5,3687511.000,2930934.250,104372.080,100543.670,66174.420,39850.730,3415.400,10.650,31.790,7.040,8.710,0.470
Inflow,Jakarta,2015,6,4090714.100,3443191.550,109891.440,112105.790,82270.450,39760.150,3454.390,18.940,55.550,20.340,12.320,0.070
Inflow,Jakarta,2015,7,9118482.900,6145233.000,120862.800,112202.870,66847.050,26069.460,3202.880,12.480,85.500,32.110,20.450,0.390
Inflow,Jakarta,2015,8,4668212.800,4024692.350,443948.540,463185.610,361026.170,93852.050,4187.930,6.690,35.710,12.630,9.900,0.280
Inflow,Jakarta,2015,9,3687029.900,3739671.700,159802.080,191554.880,212633.840,99204.470,6241.150,6.610,51.130,14.910,11.030,0.220
Inflow,Jakarta,2015,10,3497515.200,3242510.800,98254.560,93577.200,81621.200,68561.230,4955.870,11.640,41.790,17.140,15.360,0.140
Inflow,Jakarta,2015,11,3265361.800,3183103.100,107133.920,104089.660,78638.300,57775.230,3572.810,5.430,35.740,7.540,9.200,0.140
Inflow,Jakarta,2015,12,1868625.400,2136199.450,116981.960,108026.890,78186.270,52906.960,3756.520,6.850,16.640,5.160,5.090,0.620
Inflow,Jakarta,2016,1,7895863.300,6255800.300,134657.880,134934.850,101880.310,46631.300,4033.660,8.270,36.810,12.120,11.910,0.980
Inflow,Jakarta,2016,2,4893659.600,3716674.950,128219.100,127500.780,92197.560,49474.710,3595.870,19.880,41.930,9.470,11.780,0.150
Inflow,Jakarta,2016,3,4065634.500,3595083.700,136589.680,127808.450,85721.940,44741.730,3373.510,19.010,43.150,9.310,9.450,10.490
Inflow,Jakarta,2016,4,3057717.900,3059958.400,107649.600,109035.760,77215.170,37316.010,2803.530,16.810,26.900,11.160,9.410,0.220
Inflow,Jakarta,2016,5,5115068.700,4270138.900,117912.600,108139.090,87817.020,41563.830,2670.940,22.230,47.500,9.660,9.010,0.740
Inflow,Jakarta,2016,6,3158275.600,3143603.950,111770.440,103905.850,78838.890,43369.260,2503.080,71.830,141.310,22.620,22.670,0.850
Inflow,Jakarta,2016,7,13005776.000,8289897.250,423227.120,295060.130,184420.910,50543.380,2739.990,11.360,60.180,7.000,6.800,0.200
Inflow,Jakarta,2016,8,4207412.300,3177682.400,397189.040,333617.440,346060.160,114067.720,3647.810,38.930,111.920,9.850,11.250,0.770
Inflow,Jakarta,2016,9,4400802.600,3869419.650,215686.040,127379.610,183360.490,82245.600,3219.760,11.790,61.150,10.900,10.590,0.100
Inflow,Jakarta,2016,10,4641641.900,3163342.150,107661.300,100092.630,77705.920,49634.430,2420.600,16.190,33.080,8.560,7.780,0.200
Inflow,Jakarta,2016,11,4424194.800,3431059.100,117192.080,110070.450,79691.070,45272.390,2793.950,24.770,42.770,7.280,7.050,0.680
Inflow,Jakarta,2016,12,2748914.600,2059864.250,106831.200,95035.760,79993.440,43454.690,1568.800,7.230,14.950,2.960,2.340,0.030
Inflow,Jakarta,2017,1,7160311.500,4142182.250,159714.100,144915.570,101417.880,56484.890,2668.420,18.270,22.460,8.010,6.130,0.200
Inflow,Jakarta,2017,2,4091537.200,2467365.850,149609.920,125945.130,94870.550,47965.290,2097.720,9.730,24.240,6.470,6.200,0.070
Inflow,Jakarta,2017,3,4525364.200,3140610.350,145656.120,137970.070,102664.480,55146.930,2297.910,10.450,24.030,10.040,7.410,0.150
Inflow,Jakarta,2017,4,3195072.700,2330959.450,136144.380,113750.620,82867.120,44340.100,1775.490,6.420,59.090,9.810,8.720,0.160
Inflow,Jakarta,2017,5,4670724.600,3124836.900,145831.440,123227.180,92863.290,43904.660,2180.140,5.070,23.430,3.780,3.230,0.050
Inflow,Jakarta,2017,6,2687402.000,1996417.700,127635.700,87067.220,49550.910,24894.790,1657.300,1.400,9.310,1.930,1.660,0.000
Inflow,Jakarta,2017,7,14040998.100,7923349.850,582391.260,410315.540,145183.790,58491.980,2258.430,33.110,67.430,13.600,13.230,0.280
Inflow,Jakarta,2017,8,5139517.100,3536877.650,359164.680,432114.010,215591.900,84132.930,1864.020,16.680,136.150,19.100,15.760,0.940
Inflow,Jakarta,2017,9,4924531.000,3665147.900,189154.620,227957.020,132909.070,77639.700,1497.890,30.760,156.700,16.430,13.640,0.220
Inflow,Jakarta,2017,10,4584841.600,3551610.550,141948.460,145649.660,102713.260,77894.500,1945.250,17.570,52.070,8.470,9.740,0.150
Inflow,Jakarta,2017,11,4264415.400,4028138.050,129821.300,127025.200,74206.200,45380.370,2083.280,11.760,32.010,5.660,6.000,0.490
Inflow,Jakarta,2017,12,3617402.700,2889685.150,114187.940,117852.270,66017.920,37574.750,1086.770,5.560,19.730,5.690,3.580,0.070
Inflow,Jakarta,2018,1,8380334.200,5581236.750,166226.500,165473.060,87004.510,43083.450,1550.870,13.690,66.910,9.980,7.390,0.450
Inflow,Jakarta,2018,2,3636173.700,3473899.150,145652.060,144801.690,80480.860,44769.410,1350.000,32.930,49.430,6.660,5.480,0.110
Inflow,Jakarta,2018,3,4713256.200,3484859.250,140196.220,140806.000,81581.930,38859.570,981.740,27.780,44.870,14.420,10.220,0.080
Inflow,Jakarta,2018,4,4759323.100,4653058.000,131799.160,130199.120,81898.750,38009.660,1783.900,7.450,45.670,14.400,7.470,0.130
Inflow,Jakarta,2018,5,2973913.800,4459176.400,133728.060,120671.070,69671.220,29012.840,936.320,6.130,22.420,3.610,2.730,0.550
Inflow,Jakarta,2018,6,12460382.100,6720739.150,168236.440,99605.400,57291.340,21312.150,637.670,1.660,24.560,3.200,2.660,0.030
Inflow,Jakarta,2018,7,7592181.500,5886190.100,619690.220,462719.640,379446.110,69456.210,961.640,28.140,39.420,9.180,8.580,0.100
Inflow,Jakarta,2018,8,4709620.500,3755453.250,224034.380,185798.720,251641.120,99959.250,1110.870,23.510,47.580,9.910,8.880,0.250
Inflow,Jakarta,2018,9,5447262.200,4109214.950,124007.700,106895.570,142340.330,66433.710,972.420,8.440,37.530,12.700,8.560,0.200
Inflow,Jakarta,2018,10,5695193.000,4007330.150,137051.420,120047.000,134985.240,63436.950,1723.230,21.780,20.790,8.400,6.460,0.280
Inflow,Jakarta,2018,11,4426608.800,3409114.250,134297.320,106580.960,99198.520,39705.760,1373.740,10.290,12.030,6.160,3.980,0.050
Inflow,Jakarta,2018,12,3268763.300,2586030.200,112741.160,100330.330,70513.630,42663.970,655.140,11.330,66.500,10.770,8.260,0.050
Inflow,Jakarta,2019,1,9892931.000,5119356.550,160085.440,135845.740,104731.500,48461.510,1300.050,16.800,32.070,9.800,7.230,0.060
Inflow,Jakarta,2019,2,6260865.500,3733699.100,133845.140,99895.020,82191.490,38206.820,956.620,15.250,33.240,19.610,9.970,0.250
Inflow,Jakarta,2019,3,5959952.200,3844751.750,108714.860,102455.510,83301.460,35821.090,713.880,18.510,107.160,8.400,7.750,0.090
Inflow,Jakarta,2019,4,6136121.600,4621262.800,118151.340,106509.600,73361.010,38607.580,917.300,21.070,17.910,15.010,10.430,0.050
Inflow,Jakarta,2019,5,4908127.900,3838364.650,156090.480,117404.780,86227.920,28781.830,721.790,3.640,78.050,3.010,3.010,0.000
Inflow,Jakarta,2019,6,16277904.300,8517361.650,524255.240,370358.390,251075.560,30978.870,478.460,13.600,14.090,9.130,6.060,0.080
Inflow,Malang,1994,1,,11419.700,30081.260,56962.470,6336.040,,2826.890,0.000,10.000,,0.000,0.000
Inflow,Malang,1994,2,,9464.250,24878.290,41987.630,5138.900,,2007.150,0.000,9.000,,0.000,0.500
Inflow,Malang,1994,3,,6518.400,36589.900,71927.960,8327.080,,1873.540,0.000,10.000,,6.700,0.000
Inflow,Malang,1994,4,,8162.100,32855.360,45728.470,6703.880,,2695.050,0.000,22.000,,82.800,0.630
Inflow,Malang,1994,5,,8882.000,34425.320,45655.040,6658.090,,2125.210,0.000,20.230,,58.500,10.380
Inflow,Malang,1994,6,,11828.500,34871.640,36743.310,6677.250,,2039.290,0.000,10.000,,22.050,4.600
Inflow,Malang,1994,7,,19568.150,30628.040,27610.630,5571.490,,2112.280,0.000,9.000,,3.250,3.000
Inflow,Malang,1994,8,,18212.700,37411.860,27824.190,5248.870,,2004.890,0.000,20.500,,0.500,0.000
Inflow,Malang,1994,9,,13596.350,37020.000,26178.540,6876.130,,1392.150,0.000,5.500,,0.000,0.000
Inflow,Malang,1994,10,,19066.550,48111.380,32459.190,6327.040,,1499.220,0.000,3.000,,0.000,0.000
Inflow,Malang,1994,11,,21417.050,49993.800,43636.210,7934.490,,2180.720,0.000,10.000,,0.000,0.000
Inflow,Malang,1994,12,,19708.050,40410.380,38989.100,6142.100,,2371.420,0.000,3.000,,0.000,0.000
Inflow,Malang,1995,1,,27990.400,55298.840,45501.430,8371.360,,2915.600,0.000,4.500,,0.000,0.000
Inflow,Malang,1995,2,,20748.050,45381.500,28184.190,4969.360,,1900.690,0.000,13.250,,0.000,0.000
Inflow,Malang,1995,3,,30385.050,65023.600,54322.210,8206.840,,2849.710,0.000,14.000,,0.500,0.050
Inflow,Malang,1995,4,,22290.250,43913.360,33001.150,5473.700,,3092.950,0.000,7.200,,60.250,0.000
Inflow,Malang,1995,5,,32511.700,47952.120,38733.820,5201.500,,1585.700,0.000,7.500,,31.200,3.530
Inflow,Malang,1995,6,,22781.950,45776.040,39021.410,7800.740,,2761.400,1.000,10.000,,22.450,0.000
Inflow,Malang,1995,7,,23272.000,46468.460,39950.790,6148.760,,2120.260,2.000,41.750,,0.200,0.000
Inflow,Malang,1995,8,,29841.550,44703.500,34395.770,5174.120,,1778.960,0.500,6.500,,0.650,0.290
Inflow,Malang,1995,9,,19163.100,40571.360,45429.360,4961.480,,1086.860,1.000,9.750,,0.000,7.530
Inflow,Malang,1995,10,,25519.700,45399.940,42183.340,5119.420,,2080.920,1.000,10.750,,0.300,0.150
Inflow,Malang,1995,11,,25262.350,51576.080,38732.470,5030.560,,1982.080,1.500,12.500,,0.000,0.000
Inflow,Malang,1995,12,,21990.800,42424.540,34160.450,4396.500,,1808.880,0.500,4.750,,0.000,0.000
Inflow,Malang,1996,1,,32602.500,62084.520,49138.140,7024.760,,3075.830,0.500,13.500,,0.200,0.030
Inflow,Malang,1996,2,,34166.150,58401.720,42118.740,4798.220,,1581.530,0.500,15.950,,2.050,1.030
Inflow,Malang,1996,3,,31020.300,44850.840,34151.710,5786.870,,3724.110,3.000,35.500,,17.550,3.330
Inflow,Malang,1996,4,,36406.300,50318.060,36720.930,5703.320,,3279.880,3.000,28.000,,90.950,3.850
Inflow,Malang,1996,5,,38006.770,52983.680,40943.660,5708.350,,2372.510,1.500,14.500,,131.900,25.600
Inflow,Malang,1996,6,,31949.750,44486.820,31527.270,5048.680,,2863.560,5.500,24.000,,75.950,2.150
Inflow,Malang,1996,7,,40169.300,54764.300,35505.030,5622.220,,2606.030,2.000,11.000,,11.450,0.300
Inflow,Malang,1996,8,,36198.700,51473.200,30628.100,4804.200,,1603.370,0.000,0.000,,0.100,0.050
Inflow,Malang,1996,9,,31083.400,47737.730,28274.440,4452.290,,1376.990,5.000,10.000,,0.050,0.030
Inflow,Malang,1996,10,,41732.550,60566.020,35406.310,5307.620,,2056.010,0.000,0.000,,0.000,0.050
Inflow,Malang,1996,11,,36529.700,53796.780,31886.730,4983.590,,2238.460,0.000,0.000,,0.000,0.000
Inflow,Malang,1996,12,,32555.160,48368.820,29267.690,4896.370,,2355.070,0.000,10.000,,0.050,0.050
Inflow,Malang,1997,1,,39617.520,58295.540,37253.580,6004.580,,2873.890,0.000,0.000,,0.100,0.030
Inflow,Malang,1997,2,,49237.050,86125.200,46205.840,6246.350,,2873.840,0.000,0.000,,0.100,0.030
Inflow,Malang,1997,3,,34046.300,47596.020,28581.540,5007.410,,4330.330,8.000,32.500,,27.800,0.180
Inflow,Malang,1997,4,,43969.540,70612.300,38473.720,6135.740,,3134.570,0.000,10.500,,107.150,0.150
Inflow,Malang,1997,5,,36554.950,56118.400,30769.460,5079.590,,2818.680,15.000,43.500,,71.200,8.000
Inflow,Malang,1997,6,,34188.600,55926.240,32576.160,5283.500,,2864.940,8.000,19.500,,19.750,11.280
Inflow,Malang,1997,7,,42215.070,67247.630,41008.970,6036.940,,2344.490,6.500,20.500,,2.450,0.180
Inflow,Malang,1997,8,,42269.450,63446.370,41647.820,4932.080,,1447.680,4.500,22.250,,1.400,0.130
Inflow,Malang,1997,9,,43660.150,67278.600,43240.340,5977.360,,2216.720,7.500,24.250,,0.200,0.080
Inflow,Malang,1997,10,,46167.700,61873.140,42264.230,5854.350,,2347.850,2.000,9.750,,0.100,0.130
Inflow,Malang,1997,11,,53992.000,57744.800,51665.350,5083.490,,2034.880,2.000,2.250,,0.000,0.000
Inflow,Malang,1997,12,,43360.250,58595.600,50955.650,6144.010,,2810.640,0.500,2.750,,0.100,0.080
Inflow,Malang,1998,1,,40120.750,39829.900,37248.090,4670.720,,2285.270,0.000,12.500,,0.100,0.030
Inflow,Malang,1998,2,,76724.850,101166.200,85125.560,10564.080,,3902.340,9.500,14.500,,0.000,0.000
Inflow,Malang,1998,3,,47322.200,65515.010,51480.410,9335.670,,4611.940,18.000,32.500,,3.300,0.150
Inflow,Malang,1998,4,,57535.100,70820.380,59317.980,9222.560,,2372.810,5.000,30.750,,0.250,0.030
Inflow,Malang,1998,5,,45109.050,57191.300,59283.800,7896.040,,2453.120,4.500,17.000,,0.250,0.050
Inflow,Malang,1998,6,,96558.250,77152.740,70296.100,10424.290,,2113.650,6.000,25.250,,0.000,0.030
Inflow,Malang,1998,7,,101474.450,90232.900,66070.610,9457.920,,1428.540,2.500,4.250,,0.200,0.080
Inflow,Malang,1998,8,,68813.900,47565.060,47548.610,8142.120,,479.740,1.000,6.250,,0.000,0.080
Inflow,Malang,1998,9,,79876.250,53502.940,52843.970,10571.300,,826.690,0.000,0.250,,0.050,0.000
Inflow,Malang,1998,10,,99737.750,64826.040,50369.310,11325.170,,919.310,0.000,0.000,,0.000,0.000
Inflow,Malang,1998,11,,76376.550,51922.860,44532.180,10370.860,,965.060,3.000,6.000,,0.000,0.000
Inflow,Malang,1998,12,,93907.250,42865.960,49189.830,11625.350,,1264.750,0.000,0.000,,0.000,0.000
Inflow,Malang,1999,1,,142323.800,67348.600,46671.280,9048.290,,945.910,0.000,0.000,,0.000,0.000
Inflow,Malang,1999,2,,137800.350,69626.100,45462.690,11542.930,,2334.960,0.000,0.000,,0.000,0.000
Inflow,Malang,1999,3,,162453.150,50617.320,40801.590,10135.270,,3040.270,0.000,0.000,,0.010,0.030
Inflow,Malang,1999,4,,181112.400,55683.740,41085.700,9261.060,,1674.100,0.000,0.000,,0.010,0.000
Inflow,Malang,1999,5,,150870.500,48838.480,34972.550,8845.190,,1865.980,0.000,0.000,,0.010,0.000
Inflow,Malang,1999,6,,173289.450,43281.620,28056.360,7820.530,,1763.100,0.000,0.000,,0.010,0.000
